input_size,kernel_size,bias,stride,padding,dilation,groups,time_cost
"[1, 256, 7, 9]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.011788129806518555
"[1, 1024, 44, 38]","[256, 1024, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.007227182388305664
"[1, 2048, 34, 25]","[256, 2048, 3, 3]",[256],"[2, 2]","[1, 1]","[1, 1]",[1],0.07316303253173828
"[48, 64, 56, 56]","[64, 64, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.008962154388427734
"[2, 256, 336, 200]","[128, 256, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.0031270980834960938
"[1, 256, 42, 24]","[256, 256, 3, 3]",[256],"[2, 2]","[1, 1]","[1, 1]",[1],0.010932683944702148
"[2, 256, 16, 16]","[512, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.021556854248046875
"[1, 256, 50, 68]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.014220476150512695
"[1, 1024, 68, 50]","[256, 1024, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0072286128997802734
"[1, 256, 100, 136]","[576, 256, 1, 1]",[576],"[1, 1]","[0, 0]","[1, 1]",[1],0.006359577178955078
"[1, 512, 152, 100]","[128, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.003321409225463867
"[1, 256, 13, 17]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.014348983764648438
"[2, 3, 800, 1216]","[64, 3, 7, 7]",[False],"[2, 2]","[3, 3]","[1, 1]",[1],0.001617431640625
"[2, 256, 25, 42]","[256, 256, 3, 3]",[256],"[2, 2]","[1, 1]","[1, 1]",[1],0.012567996978759766
"[2, 256, 25, 42]","[1, 256, 3, 3]",[1],"[1, 1]","[1, 1]","[1, 1]",[1],0.002517223358154297
"[1, 512, 100, 136]","[256, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.005651950836181641
"[1, 256, 50, 76]","[3, 256, 1, 1]",[3],"[1, 1]","[0, 0]","[1, 1]",[1],0.0045392513275146484
"[1, 256, 100, 148]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.01112222671508789
"[1, 256, 17, 13]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.012014627456665039
"[1, 64, 208, 200]","[64, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0017392635345458984
"[1, 2048, 34, 25]","[256, 2048, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.011125564575195312
"[1, 32, 160, 208]","[32, 1, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[32],0.004701375961303711
"[2, 256, 128, 128]","[512, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0044596195220947266
"[1, 256, 192, 336]","[512, 256, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.0034394264221191406
"[2, 1024, 32, 32]","[256, 1024, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.007429599761962891
"[1, 16, 112, 208]","[96, 16, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.001405477523803711
"[4, 58, 28, 28]","[58, 58, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0028061866760253906
"[2, 768, 6, 6]","[512, 768, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.008246660232543945
"[4, 128, 56, 56]","[32, 128, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0035467147827148438
"[4, 64, 224, 224]","[128, 64, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.0016720294952392578
"[4, 896, 14, 14]","[128, 896, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0036144256591796875
"[1, 256, 84, 48]","[1024, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.007061481475830078
"[1, 1024, 35, 30]","[2048, 1024, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.036776065826416016
"[2, 256, 100, 152]","[4, 256, 3, 3]",[4],"[1, 1]","[1, 1]","[1, 1]",[1],0.004965782165527344
"[2, 256, 100, 136]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.010784626007080078
"[1, 256, 200, 304]","[12, 256, 1, 1]",[12],"[1, 1]","[0, 0]","[1, 1]",[1],0.0016350746154785156
"[1, 144, 64, 96]","[144, 1, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[144],0.0007874965667724609
"[1, 256, 19, 13]","[1, 256, 3, 3]",[1],"[1, 1]","[1, 1]","[1, 1]",[1],0.001117706298828125
"[1, 256, 26, 25]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.010497808456420898
"[2, 256, 200, 304]","[128, 256, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.003004789352416992
"[1, 256, 208, 200]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.012796878814697266
"[2, 256, 25, 34]","[80, 256, 3, 3]",[80],"[1, 1]","[1, 1]","[1, 1]",[1],0.006426334381103516
"[1, 320, 7, 13]","[96, 320, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.003668069839477539
"[2, 1024, 76, 50]","[256, 1024, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.0064678192138671875
"[4, 48, 1, 1]","[1152, 48, 1, 1]",[1152],"[1, 1]","[0, 0]","[1, 1]",[1],0.002946615219116211
"[2, 512, 16, 16]","[512, 512, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0400691032409668
"[1, 128, 100, 160]","[512, 128, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.007057666778564453
"[1, 256, 200, 296]","[128, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0018808841705322266
"[1, 512, 88, 91]","[1024, 512, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.009490489959716797
"[8, 512, 8, 6]","[2048, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.017777204513549805
"[2, 128, 100, 136]","[128, 128, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.006083965301513672
"[4, 3, 224, 224]","[64, 3, 7, 7]",[False],"[2, 2]","[3, 3]","[1, 1]",[1],0.0015137195587158203
"[2, 2048, 25, 34]","[256, 2048, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.009997844696044922
"[1, 1024, 59, 44]","[256, 1024, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.007235527038574219
"[1, 64, 138, 120]","[256, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0019805431365966797
"[1, 1024, 48, 84]","[512, 1024, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.01060938835144043
"[48, 128, 56, 56]","[128, 128, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.00779414176940918
"[1, 192, 100, 136]","[256, 192, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.0032498836517333984
"[1, 576, 16, 24]","[96, 576, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0037260055541992188
"[1, 256, 7, 10]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.01118016242980957
"[1, 256, 9, 7]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.014049768447875977
"[4, 64, 112, 112]","[128, 64, 3, 3]",[128],"[1, 1]","[1, 1]","[1, 1]",[1],0.003591775894165039
"[2, 256, 50, 68]","[4, 256, 3, 3]",[4],"[1, 1]","[1, 1]","[1, 1]",[1],0.002410411834716797
"[2, 64, 200, 304]","[256, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0016701221466064453
"[1, 512, 44, 38]","[512, 512, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.040061235427856445
"[1, 2048, 25, 37]","[512, 2048, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.025075197219848633
"[1, 258, 25, 38]","[256, 258, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.012635231018066406
"[4, 32, 1, 1]","[8, 32, 1, 1]",[8],"[1, 1]","[0, 0]","[1, 1]",[1],0.0024538040161132812
"[2, 512, 152, 100]","[256, 512, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.004197835922241211
"[1, 64, 208, 200]","[256, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0011532306671142578
"[1, 256, 100, 152]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.010587930679321289
"[2, 256, 200, 280]","[512, 256, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.0037522315979003906
"[1, 96, 40, 52]","[255, 96, 1, 1]",[255],"[1, 1]","[0, 0]","[1, 1]",[1],0.0015239715576171875
"[2, 1024, 32, 32]","[2048, 1024, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.03340291976928711
"[1, 96, 7, 13]","[96, 96, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.00679779052734375
"[1, 256, 7, 9]","[4, 256, 3, 3]",[4],"[1, 1]","[1, 1]","[1, 1]",[1],0.004160642623901367
"[1, 512, 100, 148]","[256, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.007762432098388672
"[48, 512, 14, 14]","[512, 512, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.04288434982299805
"[2, 512, 25, 42]","[512, 512, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.04362630844116211
"[1, 1024, 19, 19]","[256, 1024, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.009603023529052734
"[1, 128, 32, 48]","[96, 128, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0019168853759765625
"[2, 256, 13, 20]","[256, 256, 3, 3]",[256],"[2, 2]","[1, 1]","[1, 1]",[1],0.011393070220947266
"[1, 512, 100, 160]","[256, 512, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.004744291305541992
"[1, 512, 30, 22]","[2048, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.018897533416748047
"[2, 768, 1, 1]","[512, 768, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.010590314865112305
"[1, 1024, 48, 60]","[512, 1024, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.009714126586914062
"[2, 64, 200, 336]","[64, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0013453960418701172
"[48, 256, 28, 28]","[256, 256, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.015472412109375
"[1, 2048, 21, 20]","[256, 2048, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.013002157211303711
"[1, 256, 304, 200]","[512, 256, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.005624055862426758
"[1, 256, 272, 200]","[12, 256, 1, 1]",[12],"[1, 1]","[0, 0]","[1, 1]",[1],0.001743316650390625
"[1, 512, 100, 136]","[1024, 512, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.0096588134765625
"[2, 256, 84, 50]","[1, 256, 3, 3]",[1],"[1, 1]","[1, 1]","[1, 1]",[1],0.0024247169494628906
"[2, 768, 64, 64]","[512, 768, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.007928848266601562
"[1, 256, 12, 21]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.012933015823364258
"[1, 512, 68, 50]","[512, 512, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.03801751136779785
"[1, 3, 1088, 800]","[64, 3, 7, 7]",[False],"[2, 2]","[3, 3]","[1, 1]",[1],0.004445314407348633
"[1, 512, 96, 168]","[1024, 512, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.010528326034545898
"[4, 96, 56, 56]","[24, 96, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0012955665588378906
"[1, 256, 168, 96]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.010557889938354492
"[1, 512, 100, 112]","[1024, 512, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.009898185729980469
"[1, 256, 120, 137]","[64, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.003168344497680664
"[1, 256, 200, 296]","[64, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0018656253814697266
"[4, 48, 56, 56]","[48, 48, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0012264251708984375
"[1, 256, 40, 40]","[80, 256, 3, 3]",[80],"[1, 1]","[1, 1]","[1, 1]",[1],0.004753589630126953
"[4, 960, 7, 7]","[960, 1, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[960],0.002512216567993164
"[4, 256, 40, 40]","[512, 256, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.022425174713134766
"[2, 768, 16, 16]","[256, 768, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.03520059585571289
"[2, 1024, 50, 76]","[512, 1024, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.013885259628295898
"[1, 256, 24, 24]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.012166976928710938
"[16, 256, 32, 32]","[512, 256, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.02309274673461914
"[1, 1024, 50, 80]","[2048, 1024, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.03494524955749512
"[2, 256, 84, 50]","[1024, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.00951528549194336
"[4, 256, 28, 28]","[128, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.002149820327758789
"[4, 116, 28, 28]","[116, 1, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[116],0.0014209747314453125
"[1, 64, 200, 224]","[64, 64, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.004189729690551758
"[1, 256, 3, 3]","[324, 256, 3, 3]",[324],"[1, 1]","[1, 1]","[1, 1]",[1],0.013806819915771484
"[1, 256, 5, 5]","[486, 256, 3, 3]",[486],"[1, 1]","[1, 1]","[1, 1]",[1],0.020986080169677734
"[1, 256, 200, 320]","[3, 256, 1, 1]",[3],"[1, 1]","[0, 0]","[1, 1]",[1],0.0036308765411376953
"[1, 512, 15, 18]","[2048, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.018727540969848633
"[32, 256, 64, 48]","[64, 256, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.008785247802734375
"[1, 512, 69, 60]","[1024, 512, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.010196208953857422
"[2, 256, 25, 34]","[256, 256, 3, 3]",[256],"[2, 2]","[1, 1]","[1, 1]",[1],0.011404991149902344
"[1, 64, 200, 320]","[64, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0016887187957763672
"[1, 64, 163, 160]","[256, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.001417398452758789
"[4, 96, 113, 113]","[96, 1, 3, 3]",[False],"[2, 2]","[0, 0]","[1, 1]",[96],0.0009407997131347656
"[1, 256, 336, 192]","[64, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0012388229370117188
"[1, 256, 50, 76]","[36, 256, 3, 3]",[36],"[1, 1]","[1, 1]","[1, 1]",[1],0.003790140151977539
"[1, 64, 235, 176]","[64, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0024590492248535156
"[1, 256, 96, 168]","[720, 256, 3, 3]",[720],"[1, 1]","[1, 1]","[1, 1]",[1],0.028858661651611328
"[2, 256, 304, 200]","[64, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0024826526641845703
"[1, 512, 38, 38]","[512, 512, 3, 3]",[512],"[1, 1]","[1, 1]","[1, 1]",[1],0.03861832618713379
"[32, 256, 8, 6]","[128, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.004843473434448242
"[4, 232, 14, 14]","[232, 232, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0033054351806640625
"[2, 256, 13, 20]","[80, 256, 3, 3]",[80],"[1, 1]","[1, 1]","[1, 1]",[1],0.004906177520751953
"[1, 256, 200, 272]","[64, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.002933979034423828
"[1, 160, 12, 13]","[960, 160, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.005003929138183594
"[1, 512, 96, 120]","[1024, 512, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.011857986450195312
"[1, 256, 7, 10]","[36, 256, 3, 3]",[36],"[1, 1]","[1, 1]","[1, 1]",[1],0.00331878662109375
"[1, 512, 100, 152]","[256, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.003964424133300781
"[1, 128, 136, 100]","[512, 128, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0027437210083007812
"[4, 1024, 14, 14]","[2048, 1024, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.034465789794921875
"[2, 512, 100, 136]","[256, 512, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.00660252571105957
"[2, 256, 17, 13]","[80, 256, 3, 3]",[80],"[1, 1]","[1, 1]","[1, 1]",[1],0.004847049713134766
"[32, 64, 300, 17]","[128, 64, 1, 1]",[128],"[2, 1]","[0, 0]","[1, 1]",[1],0.0038788318634033203
"[32, 64, 128, 96]","[64, 64, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.0038254261016845703
"[1, 96, 20, 26]","[576, 96, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.006227731704711914
"[1, 192, 32, 48]","[192, 1, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[192],0.0013155937194824219
"[1, 256, 1, 1]","[16, 256, 3, 3]",[16],"[1, 1]","[1, 1]","[1, 1]",[1],0.0028562545776367188
"[1, 256, 96, 168]","[36, 256, 3, 3]",[36],"[1, 1]","[1, 1]","[1, 1]",[1],0.002897977828979492
"[5, 256, 28, 28]","[80, 256, 1, 1]",[80],"[1, 1]","[0, 0]","[1, 1]",[1],0.002064228057861328
"[1, 256, 176, 181]","[512, 256, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.003339529037475586
"[1, 384, 50, 76]","[256, 384, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.0038008689880371094
"[1, 256, 51, 48]","[1024, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.00688934326171875
"[1, 256, 84, 48]","[4, 256, 3, 3]",[4],"[1, 1]","[1, 1]","[1, 1]",[1],0.0017981529235839844
"[1, 256, 10, 7]","[80, 256, 3, 3]",[80],"[1, 1]","[1, 1]","[1, 1]",[1],0.0059053897857666016
"[1, 512, 25, 37]","[512, 512, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.03920149803161621
"[1, 512, 136, 100]","[128, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.00614619255065918
"[2, 256, 50, 76]","[1024, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0057141780853271484
"[4, 512, 28, 28]","[128, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0027768611907958984
"[1, 512, 41, 40]","[512, 512, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.03818464279174805
"[4, 24, 28, 28]","[58, 24, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.004649162292480469
"[8, 1024, 16, 12]","[512, 1024, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.010283708572387695
"[1, 96, 10, 13]","[255, 96, 1, 1]",[255],"[1, 1]","[0, 0]","[1, 1]",[1],0.002053976058959961
"[1, 64, 200, 296]","[64, 64, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0015561580657958984
"[2, 256, 28, 28]","[80, 256, 1, 1]",[80],"[1, 1]","[0, 0]","[1, 1]",[1],0.001447439193725586
"[2, 256, 7, 10]","[4, 256, 3, 3]",[4],"[1, 1]","[1, 1]","[1, 1]",[1],0.0013484954833984375
"[2, 768, 2, 2]","[512, 768, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0073490142822265625
"[2, 1024, 50, 78]","[512, 1024, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.009485244750976562
"[1, 128, 150, 150]","[128, 128, 3, 3]",[128],"[1, 1]","[1, 1]","[1, 1]",[1],0.004358053207397461
"[1, 256, 7, 10]","[80, 256, 3, 3]",[80],"[1, 1]","[1, 1]","[1, 1]",[1],0.0075032711029052734
"[2, 128, 100, 156]","[128, 128, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.00685429573059082
"[32, 64, 16, 50]","[128, 64, 3, 3]",[128],"[1, 1]","[1, 1]","[1, 1]",[1],0.0036690235137939453
"[1, 256, 192, 240]","[128, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0015673637390136719
"[1, 64, 168, 193]","[64, 64, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0015022754669189453
"[1, 32, 40, 52]","[192, 32, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0009853839874267578
"[2, 256, 128, 128]","[48, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0012249946594238281
"[1, 256, 25, 34]","[12, 256, 1, 1]",[12],"[1, 1]","[0, 0]","[1, 1]",[1],0.0017917156219482422
"[1, 256, 25, 34]","[4, 256, 3, 3]",[4],"[1, 1]","[1, 1]","[1, 1]",[1],0.0023908615112304688
"[1, 256, 136, 100]","[3, 256, 1, 1]",[3],"[1, 1]","[0, 0]","[1, 1]",[1],0.0015628337860107422
"[2, 128, 168, 100]","[512, 128, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.002758026123046875
"[4, 3, 224, 224]","[64, 3, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0013246536254882812
"[1, 256, 25, 38]","[80, 256, 3, 3]",[80],"[1, 1]","[1, 1]","[1, 1]",[1],0.006301403045654297
"[2, 2048, 1, 1]","[512, 2048, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.02095198631286621
"[1, 2048, 21, 20]","[512, 2048, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.019160985946655273
"[4, 160, 28, 28]","[128, 160, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.008163690567016602
"[1, 96, 24, 26]","[96, 96, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0020787715911865234
"[4, 256, 14, 14]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.010361194610595703
"[16, 128, 64, 64]","[128, 128, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0073015689849853516
"[1, 256, 25, 38]","[12, 256, 1, 1]",[12],"[1, 1]","[0, 0]","[1, 1]",[1],0.002867460250854492
"[4, 192, 28, 28]","[192, 1, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[192],0.0008184909820556641
"[1, 24, 56, 104]","[144, 24, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0009160041809082031
"[2, 256, 152, 100]","[1, 256, 3, 3]",[1],"[1, 1]","[1, 1]","[1, 1]",[1],0.003175497055053711
"[1, 258, 50, 76]","[256, 258, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.011138200759887695
"[4, 232, 14, 14]","[232, 1, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[232],0.0013437271118164062
"[1, 64, 175, 152]","[64, 64, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0014524459838867188
"[16, 64, 128, 128]","[128, 64, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.0011169910430908203
"[4, 240, 28, 28]","[40, 240, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.001142740249633789
"[2, 2048, 34, 25]","[256, 2048, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.009825706481933594
"[1, 2048, 24, 30]","[512, 2048, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.01910543441772461
"[1, 256, 304, 200]","[64, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0034492015838623047
"[1, 384, 16, 24]","[64, 384, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0016739368438720703
"[1, 2048, 22, 19]","[256, 2048, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.010299921035766602
"[1, 256, 19, 13]","[720, 256, 3, 3]",[720],"[1, 1]","[1, 1]","[1, 1]",[1],0.030574798583984375
"[1, 96, 12, 13]","[96, 96, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.003858804702758789
"[4, 768, 14, 14]","[128, 768, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0035469532012939453
"[8, 512, 8, 6]","[512, 512, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.04067516326904297
"[32, 256, 64, 48]","[32, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.015797138214111328
"[2, 1024, 84, 50]","[2048, 1024, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.03811216354370117
"[4, 864, 7, 7]","[128, 864, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.00513148307800293
"[2, 256, 84, 50]","[4, 256, 3, 3]",[4],"[1, 1]","[1, 1]","[1, 1]",[1],0.001706838607788086
"[2, 1024, 76, 50]","[256, 1024, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.007725715637207031
"[1, 256, 100, 136]","[12, 256, 1, 1]",[12],"[1, 1]","[0, 0]","[1, 1]",[1],0.002577543258666992
"[32, 256, 64, 48]","[64, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0017104148864746094
"[1, 256, 25, 34]","[80, 256, 3, 3]",[80],"[1, 1]","[1, 1]","[1, 1]",[1],0.004776716232299805
